feed_id,source_stop_id,name,lat,lon,mode,location_type,source_parent_id,city,district,region,country,wheelchair,platform_code,zone_id,timezone,departures_per_day
pid,U31174Z2,"Český Dub,host.",50.658199,14.993662,bus,0,,Český Dub,LI,,CZ,0,1,12,Europe/Prague,22
pid,U31175Z1,"Český Dub,nám.",50.660229,14.996423,bus,0,,Český Dub,LI,,CZ,0,1,12,Europe/Prague,45
pid,U31176Z1,"Kobyly,Sedlisko",50.603233,15.001212,bus,0,,Kobyly,LI,,CZ,0,1,11,Europe/Prague,8
pid,U31176Z2,"Kobyly,Sedlisko",50.603283,15.001202,bus,0,,Kobyly,LI,,CZ,0,2,11,Europe/Prague,8
pid,U31177Z1,"Kobyly,Nechálov",50.607117,15.011304,bus,0,,Kobyly,LI,,CZ,0,1,11,Europe/Prague,9
pid,U31177Z2,"Kobyly,Nechálov",50.607197,15.011277,bus,0,,Kobyly,LI,,CZ,0,2,11,Europe/Prague,8
pid,U31178Z1,Přepeře,50.582867,15.114758,bus,0,,Přepeře,SM,,CZ,0,1,10,Europe/Prague,12
pid,U31178Z2,Přepeře,50.583012,15.113914,bus,0,,Přepeře,SM,,CZ,0,2,10,Europe/Prague,11
pid,U31179Z1,"Přepeře,Sklostroj",50.58392,15.121094,bus,0,,Přepeře,SM,,CZ,0,1,10,Europe/Prague,10
pid,U31179Z2,"Přepeře,Sklostroj",50.583679,15.11958,bus,0,,Přepeře,SM,,CZ,0,2,10,Europe/Prague,10
pid,U31180Z1,"Malá Skála,Záborčí,rozc.",50.617393,15.168342,bus,0,,Malá Skála,JN,,CZ,0,2,-,Europe/Prague,3
pid,U31180Z2,"Malá Skála,Záborčí,rozc.",50.618076,15.168691,bus,0,,Malá Skála,JN,,CZ,0,1,-,Europe/Prague,4
pid,U31181Z1,"Malá Skála,Vranové,u mlýna",50.637482,15.189456,bus,0,,Malá Skála,JN,,CZ,0,1,-,Europe/Prague,11
pid,U31181Z2,"Malá Skála,Vranové,u mlýna",50.638489,15.189508,bus,0,,Malá Skála,JN,,CZ,0,2,-,Europe/Prague,11
pid,U31182Z1,"Malá Skála,Křížky",50.62746,15.182345,bus,0,,Malá Skála,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31182Z2,"Malá Skála,Křížky",50.627323,15.181628,bus,0,,Malá Skála,JN,,CZ,0,1,-,Europe/Prague,4
pid,U31183Z1,"Malá Skála,na Labi",50.64315,15.195358,bus,0,,Malá Skála,JN,,CZ,0,3,-,Europe/Prague,2
pid,U31183Z2,"Malá Skála,na Labi",50.643234,15.194893,bus,0,,Malá Skála,JN,,CZ,0,4,-,Europe/Prague,5
pid,U31184Z1,Líšný,50.6497,15.210627,bus,0,,Líšný,JN,,CZ,0,1,-,Europe/Prague,11
pid,U31184Z2,Líšný,50.649052,15.209966,bus,0,,Líšný,JN,,CZ,0,2,-,Europe/Prague,11
pid,U31185Z1,"Železný Brod,Splzov,host.",50.653419,15.219909,bus,0,,Železný Brod,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31185Z2,"Železný Brod,Splzov,host.",50.653812,15.219702,bus,0,,Železný Brod,JN,,CZ,0,1,-,Europe/Prague,3
pid,U31186Z1,"Železný Brod,sokolovna",50.640713,15.2566,bus,0,,Železný Brod,JN,,CZ,0,1,-,Europe/Prague,9
pid,U31186Z2,"Železný Brod,sokolovna",50.640762,15.256246,bus,0,,Železný Brod,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31186Z3,"Železný Brod,sokolovna",50.640732,15.256183,bus,0,,Železný Brod,JN,,CZ,0,3,-,Europe/Prague,11
pid,U31187Z1,"Železný Brod,Terminál u žel.st.",50.639767,15.26483,bus,0,,Železný Brod,JN,,CZ,0,1,-,Europe/Prague,2
pid,U31187Z2,"Železný Brod,Terminál u žel.st.",50.639725,15.265184,bus,0,,Železný Brod,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31188Z1,"Železný Brod,Pelechov",50.635166,15.276999,bus,0,,Železný Brod,JN,,CZ,0,1,-,Europe/Prague,9
pid,U31188Z2,"Železný Brod,Pelechov",50.635269,15.277115,bus,0,,Železný Brod,JN,,CZ,0,2,-,Europe/Prague,9
pid,U31189Z1,"Záhoří,Proseč",50.626305,15.295082,bus,0,,Záhoří,SM,,CZ,0,2,-,Europe/Prague,9
pid,U31189Z2,"Záhoří,Proseč",50.626465,15.295023,bus,0,,Záhoří,SM,,CZ,0,1,-,Europe/Prague,9
pid,U31191Z1,"Semily,Riegrovo nám.",50.602886,15.334286,bus,0,,Semily,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31191Z2,"Semily,Riegrovo nám.",50.602779,15.333827,bus,0,,Semily,SM,,CZ,0,2,-,Europe/Prague,3
pid,U31192Z1,"Semily,Cimbál",50.621231,15.337402,bus,0,,Semily,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31192Z2,"Semily,Cimbál",50.621155,15.3362,bus,0,,Semily,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31193Z1,"Semily,Nouzov,odb.",50.624756,15.350215,bus,0,,Semily,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31193Z2,"Semily,Nouzov,odb.",50.62495,15.349982,bus,0,,Semily,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31194Z1,Příkrý,50.625164,15.365186,bus,0,,Příkrý,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31194Z2,Příkrý,50.625172,15.364921,bus,0,,Příkrý,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31195Z1,"Příkrý,Škodějov,Špekulace",50.638405,15.384959,bus,0,,Příkrý,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31195Z2,"Příkrý,Škodějov,Špekulace",50.638657,15.38476,bus,0,,Příkrý,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31196Z1,"Příkrý,Škodějov,Zimrov",50.646076,15.390058,bus,0,,Příkrý,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31196Z2,"Příkrý,Škodějov,Zimrov",50.646122,15.389911,bus,0,,Příkrý,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31197Z1,"Vysoké n.Jiz.,Helkovice,rozc.",50.653919,15.397171,bus,0,,Vysoké nad Jizerou,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31197Z2,"Vysoké n.Jiz.,Helkovice,rozc.",50.6539,15.396629,bus,0,,Vysoké nad Jizerou,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31198Z1,"Roprachtice,rozc.",50.664818,15.408593,bus,0,,Roprachtice,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31198Z2,"Roprachtice,rozc.",50.664753,15.408483,bus,0,,Roprachtice,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31199Z1,"Vysoké n.Jiz.,nemocnice",50.68222,15.403975,other,0,,Vysoké nad Jizerou,SM,,CZ,0,2,-,Europe/Prague,0
pid,U31199Z2,"Vysoké n.Jiz.,nemocnice",50.682175,15.403881,other,0,,Vysoké nad Jizerou,SM,,CZ,0,1,-,Europe/Prague,0
pid,U311Z1,Kvasinská,50.062725,14.642484,bus,0,,Praha,AB,,CZ,0,A,B,Europe/Prague,8
pid,U311Z1P,Kvasinská,50.062725,14.642484,bus,0,,Praha,AB,,CZ,0,A,P,Europe/Prague,81
pid,U311Z2,Kvasinská,50.062237,14.642496,bus,0,,Praha,AB,,CZ,0,B,B,Europe/Prague,34
pid,U311Z2P,Kvasinská,50.062237,14.642496,bus,0,,Praha,AB,,CZ,0,B,P,Europe/Prague,25
pid,U311Z3,Kvasinská,50.062698,14.642739,bus,0,,Praha,AB,,CZ,0,C,B,Europe/Prague,25
pid,U311Z3P,Kvasinská,50.062698,14.642739,bus,0,,Praha,AB,,CZ,0,C,P,Europe/Prague,53
pid,U31200Z1,"Vysoké n.Jiz.,nám.",50.685978,15.401223,bus,0,,Vysoké nad Jizerou,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31200Z2,"Vysoké n.Jiz.,nám.",50.685879,15.401391,bus,0,,Vysoké nad Jizerou,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31202Z1,"Jablonec n.Jiz.,nám.",50.703247,15.429622,bus,0,,Jablonec nad Jizerou,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31202Z2,"Jablonec n.Jiz.,nám.",50.703087,15.429461,bus,0,,Jablonec nad Jizerou,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31205Z2,"Rokytnice n.Jiz.,host.",50.718998,15.422858,bus,0,,Rokytnice nad Jizerou,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31205Z3,"Rokytnice n.Jiz.,host.",50.719093,15.422628,bus,0,,Rokytnice nad Jizerou,SM,,CZ,0,3,-,Europe/Prague,1
pid,U31207Z1,"Rokytnice n.Jiz.,nám.",50.729187,15.451467,bus,0,,Rokytnice nad Jizerou,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31207Z2,"Rokytnice n.Jiz.,nám.",50.729309,15.451117,bus,0,,Rokytnice nad Jizerou,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31210Z1,"Rokytnice n.Jiz.,Horní Rokytnice",50.729923,15.473398,bus,0,,Rokytnice nad Jizerou,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31210Z2,"Rokytnice n.Jiz.,Horní Rokytnice",50.729836,15.47355,bus,0,,Rokytnice nad Jizerou,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31212Z1,"Harrachov,Nový Svět,Na mýtě",50.763767,15.396942,bus,0,,Harrachov,JN,,CZ,0,1,-,Europe/Prague,2
pid,U31212Z2,"Harrachov,Nový Svět,Na mýtě",50.763779,15.396659,bus,0,,Harrachov,JN,,CZ,0,2,-,Europe/Prague,1
pid,U31213Z1,"Harrachov,Nový Svět,u Motejlků",50.779942,15.412899,bus,0,,Harrachov,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31213Z2,"Harrachov,Nový Svět,u Motejlků",50.779408,15.412179,bus,0,,Harrachov,JN,,CZ,0,1,-,Europe/Prague,1
pid,U31214Z1,"Harrachov,sklárna",50.780685,15.419734,bus,0,,Harrachov,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31214Z2,"Harrachov,sklárna",50.781574,15.418959,bus,0,,Harrachov,JN,,CZ,0,1,-,Europe/Prague,1
pid,U31215Z1,"Harrachov,centrum",50.775272,15.425347,bus,0,,Harrachov,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31215Z2,"Harrachov,centrum",50.775078,15.425651,bus,0,,Harrachov,JN,,CZ,0,1,-,Europe/Prague,1
pid,U31216Z2,"Harrachov,aut.nádr.",50.769642,15.435774,bus,0,,Harrachov,JN,,CZ,0,2,-,Europe/Prague,3
pid,U31219Z1,"Mírová p.Koz.,Loktuše,na Špici",50.588871,15.231301,bus,0,,Mírová pod Kozákovem,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31219Z2,"Mírová p.Koz.,Loktuše,na Špici",50.588936,15.231106,bus,0,,Mírová pod Kozákovem,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31221Z1,Tatobity,50.571655,15.272987,bus,0,,Tatobity,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31221Z2,Tatobity,50.571785,15.273834,bus,0,,Tatobity,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31223Z1,Slaná,50.580742,15.330474,bus,0,,Slaná,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31223Z2,Slaná,50.580841,15.330197,bus,0,,Slaná,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31224Z1,"Košťálov,křiž.k lomu",50.576344,15.383666,bus,0,,Košťálov,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31224Z2,"Košťálov,křiž.k lomu",50.576385,15.383687,bus,0,,Košťálov,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31225Z1,"Košťálov,nám.",50.572018,15.403726,bus,0,,Košťálov,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31225Z2,"Košťálov,nám.",50.572269,15.403729,bus,0,,Košťálov,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31227Z1,"Košťálov,Kundratice,střed",50.584305,15.436067,bus,0,,Košťálov,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31227Z2,"Košťálov,Kundratice,střed",50.584389,15.436026,bus,0,,Košťálov,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31228Z1,"Mříčná,křiž.",50.600731,15.469054,bus,0,,Mříčná,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31228Z2,"Mříčná,křiž.",50.600651,15.468781,bus,0,,Mříčná,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31235Z1,"Poniklá,pošta",50.651943,15.454444,bus,0,,Poniklá,SM,,CZ,0,1,-,Europe/Prague,2
pid,U31235Z2,"Poniklá,pošta",50.651764,15.454575,bus,0,,Poniklá,SM,,CZ,0,2,-,Europe/Prague,2
pid,U31245Z1,"Benecko,Dolní Štěpanice,u mostu",50.631245,15.51884,bus,0,,Benecko,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31245Z2,"Benecko,Dolní Štěpanice,u mostu",50.630878,15.518532,bus,0,,Benecko,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31246Z1,"Jestřabí v Krk.,Křížlice,myslivna",50.650307,15.521047,bus,0,,Jestřabí v Krkonoších,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31246Z2,"Jestřabí v Krk.,Křížlice,myslivna",50.650501,15.520897,bus,0,,Jestřabí v Krkonoších,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31247Z1,"Jestřabí v Krk.,Křížlice,host.",50.662865,15.5261,bus,0,,Jestřabí v Krkonoších,SM,,CZ,0,2,-,Europe/Prague,1
pid,U31247Z2,"Jestřabí v Krk.,Křížlice,host.",50.662334,15.527232,bus,0,,Jestřabí v Krkonoších,SM,,CZ,0,1,-,Europe/Prague,1
pid,U31248Z2,"Tanvald,Terminál u žel.st.",50.742588,15.310858,bus,0,,Tanvald,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31248Z3,"Tanvald,Terminál u žel.st.",50.742725,15.310956,bus,0,,Tanvald,JN,,CZ,0,3,-,Europe/Prague,2
pid,U31249Z2,"Tanvald,centrum",50.735416,15.308819,bus,0,,Tanvald,JN,,CZ,0,2,-,Europe/Prague,2
pid,U31249Z3,"Tanvald,centrum",50.735336,15.309052,bus,0,,Tanvald,JN,,CZ,0,3,-,Europe/Prague,2
pid,U31250Z1,"Oldřichov,Těmice,rozc.1.0",49.547337,14.751569,bus,0,,Oldřichov,TA,,CZ,0,1,9,Europe/Prague,0
pid,U31250Z2,"Oldřichov,Těmice,rozc.1.0",49.54747,14.751331,bus,0,,Oldřichov,TA,,CZ,0,2,9,Europe/Prague,0
pid,U31251Z1,Zhoř u Ml.Vožice,49.543678,14.763569,bus,0,,Zhoř u Mladé Vožice,TA,,CZ,0,1,9,Europe/Prague,0
pid,U31251Z2,Zhoř u Ml.Vožice,49.543777,14.763547,bus,0,,Zhoř u Mladé Vožice,TA,,CZ,0,2,9,Europe/Prague,0
